BI Reference,Year,Quarter,Data Subject Type,Data Type,Decision Taken,Incident Category,Incident Type,No. Data Subjects Affected,Sector,Time Taken to Report
BI1330,2024,Qtr 1,Children,Data revealing racial or ethnic origin,No Further Action,Non Cyber,Loss/theft of paperwork or data left in insecure location,100 to 1k,General business,24 hours to 72 hours
BI1331,2024,Qtr 1,Customers or prospective customers,Data revealing racial or ethnic origin,Investigation Pursued,Non Cyber,Verbal disclosure of personal data,1 to 9,Transport and leisure,More than 1 week
BI1331,2024,Qtr 1,Customers or prospective customers,Official documents,Investigation Pursued,Non Cyber,Verbal disclosure of personal data,1 to 9,Transport and leisure,More than 1 week
BI1331,2024,Qtr 1,Customers or prospective customers,Basic personal identifiers,Investigation Pursued,Non Cyber,Verbal disclosure of personal data,1 to 9,Transport and leisure,More than 1 week
BI1332,2024,Qtr 1,Patients,Location data,No Further Action,Non Cyber,Verbal disclosure of personal data,10 to 99,"Finance, insurance and credit",More than 1 week
BI1333,2024,Qtr 1,Service users,Identification data,Ongoing,Non Cyber,Data posted or faxed to incorrect recipient,100 to 1k,"Finance, insurance and credit",24 hours to 72 hours
BI1333,2024,Qtr 1,Service users,Economic and financial data,Ongoing,Non Cyber,Data posted or faxed to incorrect recipient,100 to 1k,"Finance, insurance and credit",24 hours to 72 hours
BI1334,2024,Qtr 1,Children,Basic personal identifiers,No Further Action,Cyber,Other cyber attack,1 to 9,General business,72 hours to 1 week
BI1335,2024,Qtr 1,Members of the public,Official documents,Investigation Pursued,Cyber,Ransomware,10 to 99,"Finance, insurance and credit",More than 1 week
BI1336,2024,Qtr 1,Users,Official documents,No Further Action,Non Cyber,Not Provided,1 to 9,"Finance, insurance and credit",More than 1 week
BI1336,2024,Qtr 1,Users,Location data,No Further Action,Non Cyber,Not Provided,1 to 9,"Finance, insurance and credit",More than 1 week
BI1337,2024,Qtr 1,Children,Location data,Investigation Pursued,Non Cyber,Data emailed to incorrect recipient,100 to 1k,"Finance, insurance and credit",More than 1 week
BI1338,2024,Qtr 1,Customers or prospective customers,Economic and financial data,Action Taken,Cyber,Other cyber attack,10 to 99,Health,72 hours to 1 week
BI1338,2024,Qtr 1,Customers or prospective customers,Official documents,Action Taken,Cyber,Other cyber attack,10 to 99,Health,72 hours to 1 week
BI1339,2024,Qtr 1,Children,Identification data,No Further Action,Cyber,Phishing attack,1 to 9,Legal,24 hours to 72 hours
BI1339,2024,Qtr 1,Children,Economic and financial data,No Further Action,Cyber,Phishing attack,1 to 9,Legal,24 hours to 72 hours
BI1340,2024,Qtr 1,Users,Economic and financial data,No Further Action,Non Cyber,Verbal disclosure of personal data,1 to 9,Legal,More than 1 week
BI1341,2024,Qtr 1,Patients,Official documents,Investigation Pursued,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,Health,72 hours to 1 week
BI1341,2024,Qtr 1,Patients,Criminal offence data,Investigation Pursued,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,Health,72 hours to 1 week
BI1342,2024,Qtr 1,Patients,Criminal offence data,Action Taken,Non Cyber,Not Provided,1 to 9,"Finance, insurance and credit",24 hours to 72 hours
BI1342,2024,Qtr 1,Patients,Data revealing racial or ethnic origin,Action Taken,Non Cyber,Not Provided,1 to 9,"Finance, insurance and credit",24 hours to 72 hours
BI1343,2024,Qtr 1,Users,Data revealing racial or ethnic origin,No Further Action,Cyber,Unauthorised access,100 to 1k,General business,More than 1 week
BI1343,2024,Qtr 1,Users,Location data,No Further Action,Cyber,Unauthorised access,100 to 1k,General business,More than 1 week
BI1344,2024,Qtr 1,Employees,Criminal offence data,No Further Action,Cyber,Phishing attack,10k to 100k,Education and childcare,More than 1 week
BI1344,2024,Qtr 1,Employees,Health data,No Further Action,Cyber,Phishing attack,10k to 100k,Education and childcare,More than 1 week
BI1344,2024,Qtr 1,Employees,Economic and financial data,No Further Action,Cyber,Phishing attack,10k to 100k,Education and childcare,More than 1 week
BI1345,2024,Qtr 1,Employees,Economic and financial data,Investigation Pursued,Non Cyber,Not Provided,1 to 9,Charitable and voluntary,Less than 24 hours
BI1346,2024,Qtr 1,Children,Data revealing racial or ethnic origin,Investigation Pursued,Cyber,Phishing attack,10 to 99,General business,24 hours to 72 hours
BI1346,2024,Qtr 1,Children,Basic personal identifiers,Investigation Pursued,Cyber,Phishing attack,10 to 99,General business,24 hours to 72 hours
BI1346,2024,Qtr 1,Children,Criminal offence data,Investigation Pursued,Cyber,Phishing attack,10 to 99,General business,24 hours to 72 hours
BI1346,2024,Qtr 1,Children,Location data,Investigation Pursued,Cyber,Phishing attack,10 to 99,General business,24 hours to 72 hours
BI1347,2024,Qtr 1,Children,Identification data,No Further Action,Cyber,Brute force attack,1 to 9,Retail and manufacture,72 hours to 1 week
BI1348,2024,Qtr 1,Subscribers,Location data,Investigation Pursued,Non Cyber,Data emailed to incorrect recipient,1 to 9,Legal,24 hours to 72 hours
BI1348,2024,Qtr 1,Subscribers,Economic and financial data,Investigation Pursued,Non Cyber,Data emailed to incorrect recipient,1 to 9,Legal,24 hours to 72 hours
BI1348,2024,Qtr 1,Subscribers,Identification data,Investigation Pursued,Non Cyber,Data emailed to incorrect recipient,1 to 9,Legal,24 hours to 72 hours
BI1349,2024,Qtr 1,Customers or prospective customers,Data revealing racial or ethnic origin,No Further Action,Non Cyber,Data emailed to incorrect recipient,100 to 1k,General business,More than 1 week
BI1350,2024,Qtr 1,Service users,Basic personal identifiers,Investigation Pursued,Non Cyber,Data emailed to incorrect recipient,1 to 9,"Finance, insurance and credit",72 hours to 1 week
BI1351,2024,Qtr 1,Patients,Basic personal identifiers,Ongoing,Non Cyber,Loss/theft of device containing personal data,10 to 99,Transport and leisure,Less than 24 hours
BI1351,2024,Qtr 1,Patients,Criminal offence data,Ongoing,Non Cyber,Loss/theft of device containing personal data,10 to 99,Transport and leisure,Less than 24 hours
BI1352,2024,Qtr 1,Patients,Location data,No Further Action,Non Cyber,Loss/theft of device containing personal data,10 to 99,Education and childcare,24 hours to 72 hours
BI1352,2024,Qtr 1,Patients,Identification data,No Further Action,Non Cyber,Loss/theft of device containing personal data,10 to 99,Education and childcare,24 hours to 72 hours
BI1353,2024,Qtr 1,Patients,Health data,Action Taken,Non Cyber,Data left on screen in public location,1 to 9,Legal,Less than 24 hours
BI1353,2024,Qtr 1,Patients,Economic and financial data,Action Taken,Non Cyber,Data left on screen in public location,1 to 9,Legal,Less than 24 hours
BI1354,2024,Qtr 1,Users,Data revealing racial or ethnic origin,Action Taken,Non Cyber,Data left on screen in public location,10k to 100k,Charitable and voluntary,72 hours to 1 week
BI1355,2024,Qtr 1,Patients,Health data,No Further Action,Non Cyber,Not Provided,1 to 9,Health,72 hours to 1 week
BI1356,2024,Qtr 1,Children,Location data,No Further Action,Non Cyber,Data emailed to incorrect recipient,10 to 99,Transport and leisure,Less than 24 hours
BI1357,2024,Qtr 1,Subscribers,Official documents,Action Taken,Cyber,Phishing attack,100 to 1k,General business,Less than 24 hours
BI1357,2024,Qtr 1,Subscribers,Data revealing racial or ethnic origin,Action Taken,Cyber,Phishing attack,100 to 1k,General business,Less than 24 hours
BI1357,2024,Qtr 1,Subscribers,Criminal offence data,Action Taken,Cyber,Phishing attack,100 to 1k,General business,Less than 24 hours
BI1358,2024,Qtr 1,Members of the public,Official documents,No Further Action,Non Cyber,Not Provided,1 to 9,Education and childcare,More than 1 week
BI1358,2024,Qtr 1,Members of the public,Economic and financial data,No Further Action,Non Cyber,Not Provided,1 to 9,Education and childcare,More than 1 week
BI1359,2024,Qtr 1,Service users,Criminal offence data,No Further Action,Non Cyber,Not Provided,1 to 9,Land or property services,24 hours to 72 hours
BI1359,2024,Qtr 1,Service users,Economic and financial data,No Further Action,Non Cyber,Not Provided,1 to 9,Land or property services,24 hours to 72 hours
BI1360,2024,Qtr 1,Service users,Economic and financial data,No Further Action,Non Cyber,Failure to redact,1 to 9,Legal,More than 1 week
BI1360,2024,Qtr 1,Service users,Basic personal identifiers,No Further Action,Non Cyber,Failure to redact,1 to 9,Legal,More than 1 week
BI1361,2024,Qtr 1,Members of the public,Economic and financial data,Investigation Pursued,Non Cyber,Data left on screen in public location,100 to 1k,Central government,24 hours to 72 hours
BI1361,2024,Qtr 1,Members of the public,Identification data,Investigation Pursued,Non Cyber,Data left on screen in public location,100 to 1k,Central government,24 hours to 72 hours
BI1362,2024,Qtr 1,Subscribers,Identification data,No Further Action,Non Cyber,Data emailed to incorrect recipient,10 to 99,Health,Less than 24 hours
BI1362,2024,Qtr 1,Subscribers,Official documents,No Further Action,Non Cyber,Data emailed to incorrect recipient,10 to 99,Health,Less than 24 hours
BI1363,2024,Qtr 1,Customers or prospective customers,Data revealing racial or ethnic origin,Investigation Pursued,Non Cyber,Not Provided,10 to 99,General business,24 hours to 72 hours
BI1363,2024,Qtr 1,Customers or prospective customers,Health data,Investigation Pursued,Non Cyber,Not Provided,10 to 99,General business,24 hours to 72 hours
BI1364,2024,Qtr 1,Users,Official documents,No Further Action,Cyber,Unauthorised access,1 to 9,Health,24 hours to 72 hours
BI1364,2024,Qtr 1,Users,Health data,No Further Action,Cyber,Unauthorised access,1 to 9,Health,24 hours to 72 hours
BI1364,2024,Qtr 1,Users,Economic and financial data,No Further Action,Cyber,Unauthorised access,1 to 9,Health,24 hours to 72 hours
BI1365,2024,Qtr 1,Members of the public,Criminal offence data,No Further Action,Non Cyber,Not Provided,10 to 99,Health,24 hours to 72 hours
BI1365,2024,Qtr 1,Members of the public,Basic personal identifiers,No Further Action,Non Cyber,Not Provided,10 to 99,Health,24 hours to 72 hours
BI1365,2024,Qtr 1,Members of the public,Identification data,No Further Action,Non Cyber,Not Provided,10 to 99,Health,24 hours to 72 hours
BI1366,2024,Qtr 1,Users,Health data,No Further Action,Cyber,Malware (not ransomware),1 to 9,Education and childcare,Less than 24 hours
BI1366,2024,Qtr 1,Users,Data revealing racial or ethnic origin,No Further Action,Cyber,Malware (not ransomware),1 to 9,Education and childcare,Less than 24 hours
BI1367,2024,Qtr 1,Members of the public,Criminal offence data,No Further Action,Non Cyber,Not Provided,100 to 1k,Central government,24 hours to 72 hours
BI1367,2024,Qtr 1,Members of the public,Economic and financial data,No Further Action,Non Cyber,Not Provided,100 to 1k,Central government,24 hours to 72 hours
BI1367,2024,Qtr 1,Members of the public,Location data,No Further Action,Non Cyber,Not Provided,100 to 1k,Central government,24 hours to 72 hours
BI1368,2024,Qtr 1,Subscribers,Location data,Investigation Pursued,Non Cyber,Verbal disclosure of personal data,1 to 9,Retail and manufacture,Less than 24 hours
BI1369,2024,Qtr 1,Children,Identification data,Investigation Pursued,Non Cyber,Data posted or faxed to incorrect recipient,10 to 99,Retail and manufacture,Less than 24 hours
BI1370,2024,Qtr 1,Patients,Basic personal identifiers,No Further Action,Cyber,Phishing attack,1 to 9,Health,More than 1 week
BI1370,2024,Qtr 1,Patients,Official documents,No Further Action,Cyber,Phishing attack,1 to 9,Health,More than 1 week
BI1370,2024,Qtr 1,Patients,Data revealing racial or ethnic origin,No Further Action,Cyber,Phishing attack,1 to 9,Health,More than 1 week
BI1371,2024,Qtr 1,Service users,Basic personal identifiers,No Further Action,Non Cyber,Not Provided,10 to 99,Charitable and voluntary,More than 1 week
BI1371,2024,Qtr 1,Service users,Location data,No Further Action,Non Cyber,Not Provided,10 to 99,Charitable and voluntary,More than 1 week
BI1372,2024,Qtr 1,Service users,Economic and financial data,No Further Action,Non Cyber,Loss/theft of device containing personal data,10 to 99,Transport and leisure,More than 1 week
BI1372,2024,Qtr 1,Service users,Basic personal identifiers,No Further Action,Non Cyber,Loss/theft of device containing personal data,10 to 99,Transport and leisure,More than 1 week
BI1373,2024,Qtr 1,Service users,Identification data,No Further Action,Non Cyber,Loss/theft of paperwork or data left in insecure location,10 to 99,Legal,More than 1 week
BI1373,2024,Qtr 1,Service users,Economic and financial data,No Further Action,Non Cyber,Loss/theft of paperwork or data left in insecure location,10 to 99,Legal,More than 1 week
BI1374,2024,Qtr 1,Subscribers,Location data,No Further Action,Cyber,Ransomware,10 to 99,Online technology and telecoms,Less than 24 hours
BI1374,2024,Qtr 1,Subscribers,Data revealing racial or ethnic origin,No Further Action,Cyber,Ransomware,10 to 99,Online technology and telecoms,Less than 24 hours
BI1375,2024,Qtr 1,Employees,Economic and financial data,Investigation Pursued,Cyber,Unauthorised access,1 to 9,Retail and manufacture,Less than 24 hours
BI1376,2024,Qtr 1,Users,Data revealing racial or ethnic origin,No Further Action,Non Cyber,Loss/theft of paperwork or data left in insecure location,10 to 99,General business,Less than 24 hours
BI1376,2024,Qtr 1,Users,Official documents,No Further Action,Non Cyber,Loss/theft of paperwork or data left in insecure location,10 to 99,General business,Less than 24 hours
BI1377,2024,Qtr 1,Employees,Location data,No Further Action,Non Cyber,Data emailed to incorrect recipient,1 to 9,Transport and leisure,Less than 24 hours
BI1378,2024,Qtr 1,Members of the public,Official documents,Investigation Pursued,Non Cyber,Data emailed to incorrect recipient,1 to 9,Online technology and telecoms,Less than 24 hours
BI1378,2024,Qtr 1,Members of the public,Data revealing racial or ethnic origin,Investigation Pursued,Non Cyber,Data emailed to incorrect recipient,1 to 9,Online technology and telecoms,Less than 24 hours
BI1379,2024,Qtr 1,Customers or prospective customers,Location data,Investigation Pursued,Cyber,Malware (not ransomware),10 to 99,Health,More than 1 week
BI1380,2024,Qtr 1,Children,Location data,No Further Action,Non Cyber,Not Provided,10 to 99,Land or property services,More than 1 week
BI1381,2024,Qtr 1,Children,Identification data,Ongoing,Cyber,Brute force attack,10 to 99,Legal,More than 1 week
BI1381,2024,Qtr 1,Children,Data revealing racial or ethnic origin,Ongoing,Cyber,Brute force attack,10 to 99,Legal,More than 1 week
BI1382,2024,Qtr 1,Users,Data revealing racial or ethnic origin,No Further Action,Non Cyber,Not Provided,10 to 99,"Finance, insurance and credit",Less than 24 hours
BI1383,2024,Qtr 1,Subscribers,Economic and financial data,No Further Action,Non Cyber,Data left on screen in public location,10 to 99,Local government,Less than 24 hours
BI1384,2024,Qtr 1,Subscribers,Health data,No Further Action,Cyber,Unauthorised access,100 to 1k,Local government,More than 1 week
BI1384,2024,Qtr 1,Subscribers,Data revealing racial or ethnic origin,No Further Action,Cyber,Unauthorised access,100 to 1k,Local government,More than 1 week
BI1385,2024,Qtr 1,Children,Official documents,No Further Action,Cyber,Unauthorised access,10 to 99,General business,72 hours to 1 week
BI1385,2024,Qtr 1,Children,Health data,No Further Action,Cyber,Unauthorised access,10 to 99,General business,72 hours to 1 week
BI1386,2024,Qtr 1,Subscribers,Basic personal identifiers,Investigation Pursued,Non Cyber,Loss/theft of paperwork or data left in insecure location,10 to 99,Legal,More than 1 week
